numGreen,numYellow,numBlue,avgGreen,maxGreen,minGreen,avgYellow,maxYellow,minYellow,avgBlue,maxBlue,minBlue,time
10,14,33,20.2,85.7,1.9,5.8,23.1,0.6,4.3,17.5,0.2,2.339
27,16,12,8.2,27.7,1.2,7.2,24.6,0.6,7.8,31.5,0.6,2.289
1,1,0,57.3,64.7,50.3,28.3,34.4,22.8,0.0,0.0,0.0,0.016
39,10,6,5.6,21.6,1.2,11.8,42.5,0.9,12.1,83.5,0.6,2.285
12,0,51,25.9,160.2,1.8,0.0,0.0,0.0,3.7,16.5,0.1,2.664
15,5,29,14.2,74.1,1.7,7.2,40.2,2.0,4.9,18.4,0.6,1.98
22,41,0,10.5,40.9,1.3,5.5,17.9,0.0,0.0,0.0,0.0,2.669
0,21,1,0.0,0.0,0.0,5.4,13.0,0.5,26.4,37.5,20.8,0.782
16,18,25,12.5,41.4,1.4,5.9,19.6,0.9,5.6,20.5,0.6,2.444
24,1,34,11.0,77.4,1.2,30.8,48.9,23.8,5.6,24.8,0.0,2.435
5,23,33,25.3,108.9,2.4,5.9,19.4,0.6,4.2,17.0,0.6,2.573
9,8,29,20.8,88.0,2.1,5.9,27.1,0.8,4.1,16.4,0.6,1.861
28,13,8,6.9,25.8,1.2,8.9,28.4,0.6,9.4,41.9,0.6,1.975
38,15,1,5.7,18.5,1.2,10.7,31.9,1.1,30.5,88.0,22.5,2.243
4,10,22,27.4,85.8,2.2,6.5,23.8,0.6,3.9,16.5,0.6,1.362
15,26,10,10.7,33.3,1.2,5.6,16.2,0.5,6.4,29.4,0.6,2.068
4,3,16,28.8,90.7,3.3,10.0,30.6,0.8,3.6,13.9,0.6,0.815
23,10,26,10.5,31.8,1.4,6.3,24.9,0.6,6.0,19.0,0.6,2.438
14,2,18,11.0,51.8,1.4,15.3,35.6,0.9,5.7,22.1,0.6,1.273
12,35,4,10.7,29.9,1.3,5.5,17.2,0.0,7.5,44.4,0.9,2.067
11,7,1,7.5,23.8,1.2,7.6,26.1,0.6,29.2,39.5,21.4,0.172
12,1,5,6.5,21.3,1.2,31.6,42.4,23.5,9.9,27.5,0.8,0.174
46,5,13,5.7,21.5,1.2,11.7,35.0,1.8,12.0,71.2,0.4,2.697
30,21,11,8.3,27.7,1.3,7.0,28.0,0.6,7.8,43.6,0.6,2.622
39,14,11,6.3,21.7,1.2,9.4,32.6,0.6,10.3,56.8,0.6,2.704
7,10,26,22.7,80.2,2.2,6.0,22.0,0.8,4.1,15.8,0.6,1.695
2,9,43,95.4,208.8,3.9,8.2,40.6,0.6,3.0,13.6,0.6,2.243
16,14,25,12.4,40.6,1.4,6.0,23.1,0.8,5.5,20.6,0.6,2.293
8,2,16,15.8,71.6,1.7,15.1,32.5,1.5,4.6,19.8,0.6,0.916
18,11,2,7.0,25.0,1.2,8.4,27.1,0.8,14.9,36.6,0.9,1.159
27,3,24,8.3,27.6,1.2,10.5,36.8,0.8,7.3,25.4,0.4,2.238
47,5,11,5.6,18.7,1.2,11.8,39.5,1.5,11.9,68.8,0.4,2.674
54,2,7,5.6,16.8,1.2,16.6,36.2,1.4,12.1,82.1,0.8,2.668
4,5,21,33.1,97.2,3.1,7.1,27.4,0.6,3.6,15.5,0.6,1.111
32,17,13,7.7,27.7,1.2,7.7,22.9,0.6,8.3,40.4,0.6,2.689
22,7,32,11.5,47.9,1.4,6.5,36.9,1.2,5.5,20.9,0.6,2.574
6,29,19,19.7,58.6,1.9,5.8,16.9,0.0,4.7,17.5,0.6,2.246
2,46,5,32.2,64.5,4.3,5.4,16.2,0.0,5.6,81.9,1.2,2.201
1,2,20,126.0,148.0,109.8,15.3,32.6,1.5,3.0,14.1,0.6,0.818
2,24,10,35.5,71.3,4.8,5.6,15.0,0.2,4.4,23.2,0.6,1.36
9,23,4,10.5,32.8,1.2,5.6,18.6,0.0,7.5,28.5,0.8,1.363
5,13,44,37.8,133.5,2.4,6.9,37.6,0.6,3.5,13.9,0.6,2.618
34,24,3,7.1,22.0,1.2,8.0,29.4,0.6,10.8,59.1,0.9,2.575
6,17,6,12.3,38.9,1.4,5.5,15.8,0.5,6.1,23.4,0.6,1.056
5,18,13,19.5,47.6,3.8,5.8,18.6,0.6,4.6,16.1,0.6,1.362
28,21,0,7.4,28.2,1.2,7.9,26.6,0.1,0.0,0.0,0.0,1.98
10,35,1,10.5,34.3,1.3,5.4,15.0,0.0,28.7,44.0,21.8,1.854
0,36,19,0.0,0.0,0.0,5.7,15.1,0.0,4.3,22.1,0.6,2.288
12,22,9,10.6,30.5,1.5,5.6,17.2,0.0,6.4,24.4,1.0,1.69
19,6,2,5.7,17.7,1.2,11.4,42.2,1.0,16.2,41.1,0.9,0.95
11,3,17,12.7,49.5,1.4,9.9,27.6,0.8,5.2,21.0,0.6,1.159
17,20,22,11.4,40.5,1.3,5.8,18.8,0.0,6.1,20.0,0.6,2.444
2,2,18,60.0,116.6,8.9,15.1,34.2,2.0,3.2,16.4,0.6,0.775
23,6,25,9.7,32.2,1.2,6.4,26.2,0.6,6.4,25.1,0.6,2.237
6,11,17,20.0,56.7,2.2,5.9,17.1,1.0,4.4,15.9,0.6,1.277
28,6,18,7.4,25.8,1.2,8.3,31.1,1.0,8.2,32.0,0.5,2.093
13,23,18,12.1,33.7,1.5,5.8,16.8,0.0,6.0,21.2,0.6,2.247
10,1,16,13.2,54.1,1.5,31.0,40.5,24.2,5.0,18.6,0.6,0.951
0,24,14,0.0,0.0,0.0,5.8,14.4,0.0,4.2,16.9,0.8,1.466
10,25,1,10.5,35.6,1.2,5.5,17.5,0.0,28.5,43.1,21.8,1.358
10,18,13,12.1,34.2,1.3,5.8,17.5,0.1,5.8,20.4,0.6,1.6
7,42,2,10.7,35.0,1.3,5.5,17.2,0.0,14.2,64.1,0.8,2.07
12,23,26,15.6,52.7,1.8,5.9,15.9,0.0,5.0,19.5,0.6,2.57
31,18,9,7.4,24.0,1.2,7.9,29.1,0.6,8.7,36.5,1.2,2.394
5,14,21,22.1,59.7,2.5,6.3,17.8,0.6,4.1,15.8,0.6,1.555
5,2,45,51.4,234.8,2.9,15.5,74.4,1.8,3.2,16.4,0.5,2.092
29,14,14,7.9,30.1,1.2,7.7,26.0,0.6,8.0,36.2,0.6,2.347
1,15,28,75.2,114.0,56.0,7.2,24.1,0.8,3.5,14.8,0.6,1.734
8,12,18,16.9,47.3,1.8,6.0,18.0,0.6,4.7,18.2,0.6,1.475
10,6,48,28.2,142.0,2.3,7.1,46.4,1.5,3.7,15.0,0.2,2.693
2,29,14,36.0,84.3,3.5,5.7,15.8,0.0,4.2,27.5,0.8,1.813
4,32,11,21.1,51.3,1.8,5.6,16.1,0.0,4.5,31.9,0.6,1.918
8,30,23,19.4,58.2,2.1,5.7,16.9,0.0,4.5,17.4,0.6,2.658
14,9,2,7.4,23.1,1.2,8.0,28.1,0.6,14.8,34.6,1.0,0.875
41,3,8,5.6,18.3,1.2,12.7,40.6,0.9,11.9,80.2,0.9,2.096
25,12,25,10.0,34.5,1.3,6.2,20.8,0.6,6.4,22.9,0.6,2.624
4,52,4,16.0,47.4,1.8,5.4,15.1,0.0,7.3,62.1,1.5,2.48
33,12,3,5.6,17.9,1.2,10.8,36.5,1.0,13.2,72.4,0.9,1.949
4,11,21,25.5,67.8,4.6,6.4,19.9,1.0,3.9,14.1,0.6,1.357
5,4,18,25.5,71.4,2.3,7.9,23.2,1.5,3.8,16.6,0.6,0.949
31,9,22,8.0,30.8,1.2,7.5,27.5,0.6,7.6,37.1,0.6,2.621
10,9,14,12.5,35.5,1.6,6.2,19.0,0.6,5.4,20.8,0.6,1.243
31,14,14,7.6,25.9,1.2,7.9,29.0,0.6,8.5,37.2,0.6,2.44
10,6,20,15.2,51.7,1.8,5.9,24.0,0.6,4.8,20.6,0.6,1.363
1,7,34,152.1,187.7,124.2,9.2,39.4,0.8,3.0,15.0,0.6,1.646
7,6,49,39.3,165.7,3.6,7.0,50.9,1.0,3.4,14.9,0.2,2.622
37,27,0,7.1,23.2,1.2,8.0,26.6,0.2,0.0,0.0,0.0,2.708
30,8,11,6.3,21.8,1.2,9.8,28.8,1.0,10.3,40.2,0.9,1.97
11,1,38,22.3,111.4,1.7,30.7,51.6,23.8,3.9,17.6,0.0,2.018
5,46,9,16.5,48.7,2.0,5.5,17.4,0.0,5.1,40.5,0.6,2.47
2,22,26,36.0,85.5,2.0,6.1,15.9,0.0,4.3,15.8,0.6,2.022
14,10,39,17.8,95.1,1.7,6.0,33.9,0.6,4.4,15.6,0.6,2.674
6,1,33,34.2,123.6,2.3,30.9,50.4,23.8,3.4,14.5,0.6,1.56
2,8,42,96.4,169.8,24.8,8.3,53.4,1.0,3.1,13.2,0.6,2.096
12,27,9,10.4,32.3,1.2,5.6,18.2,0.0,6.2,33.1,0.6,1.951
31,19,6,7.2,21.7,1.2,8.3,31.1,0.1,9.2,47.5,1.4,2.321
35,7,9,5.7,19.2,1.2,11.8,33.6,1.2,12.0,56.6,0.8,2.069
42,7,2,5.6,16.9,1.2,12.0,39.2,1.1,17.0,90.9,0.9,2.071
9,0,8,9.6,28.8,1.4,0.0,0.0,0.0,6.4,23.2,0.6,0.092
52,9,3,5.6,17.1,1.2,11.6,42.6,0.9,13.1,95.9,1.0,2.701
18,4,6,6.0,20.6,1.2,11.2,36.1,1.5,10.8,34.4,0.8,0.991
11,41,8,11.0,33.9,1.4,5.5,16.9,0.0,6.2,42.4,0.9,2.47
40,1,15,5.7,18.8,1.2,32.4,44.2,24.6,11.6,43.9,0.0,2.327
1,9,18,79.1,115.1,61.8,7.2,22.4,0.6,3.4,13.4,0.6,0.997
1,2,51,271.8,299.8,224.9,15.7,52.8,1.8,2.8,11.6,0.6,2.239
42,10,9,5.7,18.0,1.2,11.9,38.9,0.9,12.3,67.8,1.0,2.58
5,0,24,32.2,100.2,5.0,0.0,0.0,0.0,3.6,15.5,0.6,1.053
13,5,12,9.5,29.2,1.2,6.8,24.1,0.6,6.7,22.6,0.6,1.104
15,4,12,8.5,27.0,1.3,8.4,28.0,1.2,7.2,25.5,0.6,1.158
4,12,31,34.7,110.4,2.6,6.5,27.9,0.6,3.7,14.8,0.6,1.91
3,3,44,83.8,195.4,15.2,10.3,60.4,0.8,3.1,14.4,0.6,2.019
27,18,17,9.3,31.1,1.2,6.5,19.9,0.6,7.0,23.4,0.6,2.626
30,13,20,8.4,29.1,1.2,6.9,22.5,0.6,7.4,30.8,0.6,2.687
3,18,34,35.9,99.6,4.9,6.5,23.9,0.6,3.8,15.0,0.6,2.295
18,10,23,11.2,45.4,1.5,6.0,23.1,0.6,5.8,23.9,0.6,2.073
0,16,24,0.0,0.0,0.0,6.8,23.8,0.8,3.8,15.9,0.6,1.555
1,5,3,62.2,74.9,51.3,6.0,15.9,1.4,8.4,26.4,0.8,0.077
23,29,11,10.0,29.5,1.4,5.6,19.6,0.0,6.6,36.5,0.6,2.672
14,17,7,10.2,34.5,1.2,5.9,18.9,0.4,6.4,24.1,0.9,1.467
7,5,30,27.0,114.6,2.0,7.1,39.1,1.2,3.7,14.5,0.6,1.651
23,19,5,8.2,25.4,1.3,6.8,22.8,0.0,8.1,40.1,1.2,1.905
11,22,10,10.7,34.1,1.2,5.7,19.6,0.0,6.1,25.5,0.6,1.696
4,23,30,24.5,95.2,3.2,6.0,17.4,0.5,4.3,16.6,0.6,2.342
18,22,8,10.2,34.4,1.2,5.7,19.1,0.6,6.3,30.2,0.6,1.935
25,34,5,10.1,38.5,1.2,5.7,20.2,0.0,7.0,53.5,1.1,2.695
11,32,13,11.6,34.2,1.4,5.6,15.8,0.0,5.9,33.6,0.6,2.311
28,8,23,8.6,28.1,1.2,7.0,32.0,0.6,7.1,24.4,0.6,2.436
8,28,10,12.5,37.8,1.5,5.6,17.2,0.0,5.5,28.6,0.8,1.866
14,31,19,11.8,33.4,1.5,5.7,19.0,0.0,6.0,23.9,0.6,2.693
20,1,2,5.6,14.8,1.2,31.9,42.8,23.1,15.8,42.1,0.9,0.817
15,20,2,10.0,35.4,1.2,5.6,17.5,0.5,14.3,41.0,0.8,1.429
9,3,7,9.2,28.3,1.3,10.2,29.1,0.6,6.9,22.8,0.6,0.154
3,0,3,19.3,50.4,2.1,0.0,0.0,0.0,8.4,25.2,0.8,0.034
0,3,3,0.0,0.0,0.0,8.9,23.4,1.2,8.1,25.0,0.6,0.039
4,0,54,75.0,245.4,9.0,0.0,0.0,0.0,3.0,12.2,0.4,2.391
27,9,26,9.3,32.9,1.2,6.5,22.4,0.6,6.6,23.8,0.6,2.619
38,6,14,5.9,20.2,1.2,10.7,47.8,0.9,11.2,45.4,0.6,2.399
31,17,13,7.9,26.1,1.2,7.5,24.2,0.6,8.3,33.9,0.6,2.578
11,23,0,10.5,34.4,1.2,5.5,16.0,0.0,0.0,0.0,0.0,1.272
8,14,34,23.5,84.7,2.0,6.0,23.5,0.8,4.1,14.9,0.6,2.321
29,32,2,8.9,37.6,1.2,6.2,21.4,0.0,14.4,58.5,0.8,2.669
22,21,9,9.6,34.0,1.2,6.2,23.1,0.0,6.7,29.8,0.6,2.103
31,3,23,7.4,25.0,1.2,10.6,39.4,0.9,8.0,23.5,0.6,2.35
5,22,31,25.6,121.4,2.5,6.0,16.8,0.6,4.2,16.5,0.6,2.409
26,13,2,6.2,19.4,1.2,9.8,30.8,1.0,15.6,52.4,0.9,1.599
8,29,24,19.5,71.1,2.1,5.9,16.1,0.0,4.6,17.4,0.6,2.579
38,2,5,5.6,16.2,1.2,16.5,42.6,1.2,12.5,78.5,1.2,1.825
1,14,43,127.3,192.8,89.6,8.5,37.9,0.8,3.1,14.1,0.6,2.399
22,28,12,10.4,29.6,1.2,5.8,18.6,0.0,6.4,27.2,0.6,2.617
4,8,45,55.3,161.9,9.3,7.7,31.5,0.8,3.2,13.6,0.6,2.348
19,13,3,7.4,25.3,1.2,7.8,26.5,0.6,10.6,41.4,0.8,1.318
14,11,1,7.9,24.7,1.3,7.0,28.8,0.6,29.6,41.8,21.1,0.909
19,20,18,10.8,41.8,1.3,5.8,17.1,0.0,6.1,22.2,0.8,2.352
6,4,36,36.1,127.4,2.1,8.1,49.0,0.8,3.5,15.0,0.6,1.86
4,27,14,22.5,52.7,2.8,5.8,16.8,0.0,4.5,22.8,0.6,1.812
3,11,3,20.8,51.8,2.4,5.6,16.5,0.6,8.8,30.0,0.6,0.123
17,0,20,10.1,35.4,1.3,0.0,0.0,0.0,6.1,23.1,0.6,1.42
4,12,37,39.0,114.0,5.2,7.3,35.0,0.6,3.5,14.2,0.6,2.201
36,7,16,6.4,22.8,1.2,9.5,28.1,0.6,10.0,43.8,0.2,2.454
9,8,32,22.1,92.2,2.5,6.0,28.6,0.6,4.0,16.6,0.6,1.98
33,0,24,7.3,22.8,1.2,0.0,0.0,0.0,8.3,38.0,0.0,2.354
6,21,3,11.3,35.0,1.4,5.4,14.5,0.0,9.4,44.5,0.9,1.122
7,0,17,18.6,71.8,2.0,0.0,0.0,0.0,4.3,16.2,0.6,0.849
28,29,7,9.2,29.8,1.2,6.2,20.2,0.0,7.1,47.6,0.6,2.693
13,24,10,10.7,30.9,1.3,5.7,16.6,0.6,6.1,26.6,0.6,1.903
14,49,0,10.6,34.5,1.2,5.5,17.6,0.0,0.0,0.0,0.0,2.671
24,4,10,6.1,20.5,1.2,10.9,35.5,1.5,10.4,41.8,0.8,1.477
54,4,1,5.5,17.0,1.2,11.4,36.8,1.0,31.6,122.4,23.2,2.435
22,12,26,10.6,33.7,1.3,6.0,21.1,0.6,6.1,20.4,0.6,2.47
5,20,15,20.5,51.2,1.8,5.8,17.9,0.4,4.6,17.9,0.6,1.565
19,5,3,5.7,17.3,1.2,11.4,36.9,0.9,13.1,41.2,0.6,0.946
5,51,3,13.0,42.7,1.3,5.5,17.6,0.0,9.3,73.4,0.6,2.442
5,0,41,48.5,157.5,4.2,0.0,0.0,0.0,3.2,15.9,0.1,1.857
5,1,34,41.6,126.2,5.8,30.8,48.2,23.4,3.3,14.4,0.6,1.558
41,6,9,5.6,17.5,1.2,11.8,34.8,1.0,12.2,66.4,0.6,2.308
0,45,14,0.0,0.0,0.0,5.5,13.2,0.1,4.6,32.4,0.6,2.433
8,5,20,18.2,71.1,1.6,6.5,26.4,1.0,4.3,18.0,0.6,1.238
25,15,15,8.9,28.7,1.4,6.9,25.1,0.8,7.2,25.8,0.6,2.292
4,1,59,80.7,292.3,2.9,31.2,79.0,23.9,3.0,14.0,0.4,2.707
20,23,13,10.3,34.9,1.2,5.8,17.6,0.4,6.5,23.1,0.6,2.313
7,37,5,11.5,33.7,1.3,5.5,17.5,0.0,6.6,52.0,0.9,1.987
2,17,12,36.4,83.3,4.8,5.8,15.4,0.6,4.4,17.2,0.6,1.159
4,26,0,14.7,47.4,1.9,5.4,14.6,0.0,0.0,0.0,0.0,1.11
1,30,16,69.8,91.7,55.2,5.8,15.6,0.0,4.3,24.1,0.6,1.912
30,1,32,9.1,44.3,1.3,31.1,46.6,24.0,6.6,33.2,0.0,2.667
48,2,8,5.6,16.8,1.2,16.5,38.0,1.0,12.1,90.1,0.4,2.398
3,32,22,29.0,74.9,3.5,5.8,16.6,0.0,4.3,17.0,0.6,2.359
47,1,3,5.6,15.8,1.2,32.6,45.8,24.4,13.4,102.1,1.0,2.075
15,24,14,10.7,33.3,1.2,5.8,18.8,0.0,6.4,26.2,0.6,2.197
11,42,6,10.8,39.6,1.2,5.5,17.6,0.0,6.9,55.9,1.4,2.433
1,1,35,197.7,221.2,178.1,30.7,50.2,23.6,2.8,13.4,0.6,1.42
43,1,0,5.5,14.1,1.2,31.6,45.4,24.9,0.0,0.0,0.0,1.732
20,4,8,6.2,23.2,1.2,10.6,30.8,1.6,10.2,35.1,0.6,1.197
9,24,23,17.6,70.8,1.7,5.8,14.5,0.0,4.8,17.0,0.6,2.314
16,32,4,10.2,29.1,1.5,5.5,16.8,0.0,8.3,37.6,2.2,2.104
57,2,0,5.5,14.3,1.2,16.4,36.4,1.1,0.0,0.0,0.0,2.448
23,17,24,10.8,31.8,1.2,6.1,18.8,0.6,6.1,21.4,0.6,2.697
5,43,8,15.7,44.2,1.9,5.5,16.9,0.0,5.3,43.6,0.6,2.315
1,11,37,121.7,164.7,81.8,8.8,34.4,0.6,3.1,14.2,0.6,1.976
12,48,3,10.6,43.1,1.4,5.4,16.9,0.0,9.7,68.5,0.8,2.664
2,7,27,68.9,130.4,20.1,7.4,27.8,1.1,3.3,13.9,0.6,1.355
8,30,6,11.3,31.6,1.2,5.5,15.9,0.0,6.4,35.8,1.2,1.733
6,40,14,17.8,60.9,1.9,5.6,17.9,0.0,4.8,28.2,0.6,2.483
14,15,15,10.7,30.9,1.6,6.1,18.5,0.6,6.3,21.9,0.6,1.735
22,25,14,10.4,32.0,1.5,5.7,18.6,0.0,6.4,24.0,0.6,2.566
20,16,17,10.2,30.3,1.2,5.9,17.6,0.6,6.4,20.8,0.6,2.194
15,29,7,10.8,34.0,1.2,5.6,20.1,0.0,6.1,38.2,0.6,2.066
19,28,15,10.7,32.7,1.3,5.7,17.5,0.2,6.3,23.5,0.6,2.624
19,11,20,10.4,33.6,1.4,6.2,20.1,1.0,6.2,21.6,0.6,2.03
8,11,24,19.8,85.2,1.9,6.0,22.8,1.0,4.3,17.1,0.6,1.694
19,19,8,9.7,27.8,1.3,6.1,20.1,0.0,6.7,32.5,0.6,1.862
5,57,0,12.3,37.3,1.5,5.4,19.6,0.0,0.0,0.0,0.0,2.624
9,25,7,10.7,32.5,1.3,5.6,17.0,0.0,6.1,33.5,0.6,1.605
0,22,15,0.0,0.0,0.0,5.8,17.5,0.1,4.1,16.8,0.6,1.423
5,27,30,22.7,76.0,2.9,5.9,19.9,0.0,4.3,16.8,0.6,2.689
0,42,17,0.0,0.0,0.0,5.7,15.8,0.0,4.5,27.2,0.6,2.442
32,2,26,7.8,29.8,1.2,15.8,46.0,0.8,7.7,24.0,0.1,2.484
10,35,8,11.1,36.1,1.7,5.5,17.6,0.0,6.1,33.5,0.8,2.201
3,24,23,28.3,79.7,2.3,6.0,18.2,0.2,4.2,15.9,0.6,2.088
33,2,26,7.6,31.7,1.2,15.6,40.0,1.2,7.8,27.9,0.2,2.578
41,2,1,5.6,15.2,1.2,16.3,39.5,1.6,31.0,94.6,22.4,1.737
27,30,6,9.3,30.9,1.3,6.0,19.8,0.0,7.1,45.4,0.8,2.682
49,8,1,5.6,16.7,1.2,11.3,57.4,1.0,31.4,112.2,21.8,2.399
4,20,24,23.5,70.1,3.1,6.0,17.8,0.6,4.4,15.6,0.6,1.942
8,3,27,22.6,90.5,1.8,9.9,36.1,0.6,3.9,16.2,0.6,1.479
10,2,11,10.7,33.4,1.5,15.1,33.6,1.2,6.0,20.0,0.6,0.817
10,11,6,10.4,33.8,1.2,5.8,19.9,0.6,6.6,22.6,1.1,0.953
29,30,2,8.7,31.4,1.3,6.5,19.8,0.0,14.5,52.8,0.8,2.573
25,21,17,10.1,37.7,1.2,6.1,19.9,0.6,6.7,24.5,0.6,2.661
25,11,26,9.9,36.8,1.4,6.0,29.5,0.6,6.4,23.9,0.6,2.618
2,34,18,37.1,87.8,4.8,5.8,15.6,0.0,4.2,23.6,0.6,2.241
7,1,1,7.7,25.3,1.2,30.7,40.9,23.5,29.0,38.6,21.6,0.11
14,11,17,11.2,38.4,1.5,5.8,17.4,0.6,5.8,20.9,0.6,1.645
2,11,46,92.2,196.0,5.8,8.0,41.1,0.8,3.1,13.0,0.6,2.439
13,0,33,17.4,87.7,1.8,0.0,0.0,0.0,4.3,18.6,0.6,1.854
11,17,7,10.2,31.3,1.6,5.5,19.1,0.0,6.4,24.8,0.6,1.307
9,18,17,14.8,40.1,1.5,5.9,18.2,0.6,5.1,17.2,0.6,1.737
10,7,10,10.7,34.2,1.2,5.9,20.8,0.6,6.1,23.6,0.6,0.951
4,12,48,51.6,185.0,2.9,7.3,41.0,0.9,3.3,14.1,0.6,2.705
19,1,25,10.8,43.9,1.3,30.7,46.6,23.9,5.8,20.8,0.1,1.818
9,12,43,24.9,123.9,2.2,6.0,37.6,0.6,4.0,16.4,0.5,2.697
19,28,6,10.8,32.0,1.3,5.6,18.4,0.0,6.4,37.8,0.8,2.198
5,22,5,13.6,45.2,1.4,5.5,16.4,0.1,6.0,35.9,0.6,1.203
25,8,8,6.4,22.9,1.2,9.5,34.1,0.8,10.5,41.6,0.6,1.602
18,21,6,10.0,29.7,1.2,5.9,19.2,0.2,7.0,31.1,1.5,1.815
