numGreen,numYellow,numBlue,avgGreen,maxGreen,minGreen,avgYellow,maxYellow,minYellow,avgBlue,maxBlue,minBlue,time
28,18,15,8.8,29.5,1.2,6.9,21.9,0.4,7.4,25.6,0.6,2.573
2,17,45,68.9,128.1,28.2,7.7,28.1,0.6,3.4,13.4,0.6,2.691
0,4,36,0.0,0.0,0.0,9.9,60.9,2.2,2.8,10.4,0.6,1.556
15,16,28,13.9,49.6,1.5,5.9,18.6,0.6,5.2,19.1,0.6,2.442
5,16,11,17.7,49.8,1.8,5.8,16.8,0.6,4.8,16.6,0.6,1.202
5,1,35,42.6,135.1,3.2,30.8,49.4,23.6,3.3,15.2,0.6,1.647
6,4,34,34.6,108.2,4.5,8.2,54.1,1.2,3.5,14.1,0.6,1.737
10,33,20,15.2,42.2,1.7,5.7,16.4,0.0,5.1,19.8,0.6,2.679
7,34,5,11.4,36.8,1.3,5.5,18.1,0.0,6.4,41.8,0.8,1.863
16,40,3,10.2,30.3,1.6,5.5,15.6,0.0,9.7,47.9,0.9,2.441
3,6,36,64.1,165.1,7.3,8.0,47.4,1.4,3.2,14.1,0.6,1.824
11,30,1,10.9,33.8,1.3,5.4,15.0,0.0,28.5,47.6,21.5,1.641
7,15,7,11.8,34.0,1.3,5.7,16.0,0.5,6.1,23.4,1.0,1.052
29,19,6,7.4,23.9,1.2,7.8,26.6,0.4,8.9,46.0,0.6,2.237
9,19,16,14.4,45.1,1.7,5.8,17.5,0.2,5.5,20.5,0.6,1.744
16,17,8,9.9,30.8,1.2,5.8,18.6,0.5,6.7,22.9,0.8,1.592
10,26,28,18.5,62.8,1.8,6.0,17.0,0.0,4.6,17.0,0.6,2.695
4,18,8,18.5,44.8,2.2,5.7,15.1,0.5,4.9,18.6,0.9,1.112
11,32,0,10.3,31.8,1.3,5.5,17.5,0.0,0.0,0.0,0.0,1.688
0,33,4,0.0,0.0,0.0,5.4,13.9,0.0,6.1,48.6,0.6,1.419
35,23,1,6.7,22.1,1.2,8.4,24.8,0.2,30.0,69.9,22.2,2.439
1,13,10,67.2,83.6,55.2,6.0,15.9,1.2,4.2,16.2,0.9,0.847
3,28,0,19.6,53.9,1.5,5.4,14.6,0.0,0.0,0.0,0.0,1.164
25,27,3,8.9,27.6,1.2,6.2,24.4,0.0,10.0,44.2,0.8,2.289
5,16,4,13.1,43.3,1.4,5.5,15.2,0.6,7.1,26.6,0.6,0.874
17,16,21,11.2,44.0,1.5,6.1,18.8,0.6,6.0,23.4,0.6,2.243
20,17,21,10.7,33.4,1.3,5.9,17.5,0.6,6.2,18.9,0.6,2.388
3,11,2,20.3,57.7,1.7,5.5,15.8,0.6,13.4,31.9,0.6,0.086
14,11,28,14.6,50.8,1.4,6.2,26.8,0.6,4.9,17.8,0.6,2.199
11,43,1,10.9,37.2,1.5,5.4,15.5,0.0,28.5,51.5,21.9,2.284
34,15,14,7.4,25.6,1.2,8.3,24.9,0.6,8.8,56.5,0.6,2.676
10,4,30,20.1,83.2,1.6,7.7,39.5,0.6,4.2,19.2,0.6,1.742
33,28,3,7.8,27.0,1.2,7.2,23.5,0.0,10.4,55.6,0.8,2.708
15,21,11,10.7,35.3,1.2,5.8,18.1,0.0,6.3,23.6,0.6,1.908
7,0,47,39.2,170.9,3.7,0.0,0.0,0.0,3.3,15.1,0.4,2.242
24,16,14,9.0,27.8,1.3,6.6,27.0,0.4,7.1,27.4,0.6,2.237
48,2,0,5.5,14.7,1.2,16.4,39.9,1.6,0.0,0.0,0.0,2.022
14,20,19,11.9,38.5,1.4,5.9,16.9,0.6,5.9,21.2,0.6,2.199
18,0,19,9.5,35.9,1.2,0.0,0.0,0.0,6.5,23.1,0.6,1.42
44,4,8,5.6,18.0,1.2,12.1,33.4,2.5,12.5,78.4,0.8,2.316
16,33,13,10.6,36.5,1.3,5.6,15.6,0.0,6.2,32.0,0.6,2.619
17,39,2,10.4,31.7,1.3,5.5,18.5,0.0,14.3,52.8,0.6,2.397
9,11,11,12.0,40.9,1.5,5.9,18.4,1.0,5.8,19.9,0.8,1.16
24,2,19,7.9,26.7,1.2,15.6,38.6,1.1,7.8,28.4,0.6,1.811
6,10,39,33.3,124.9,2.6,6.7,29.8,0.6,3.7,15.4,0.6,2.284
24,5,25,9.3,28.9,1.3,6.8,32.4,0.6,6.6,24.0,0.6,2.247
14,37,9,10.3,31.2,1.3,5.6,17.9,0.0,6.3,31.8,0.8,2.464
4,49,0,14.9,50.2,1.4,5.4,17.0,0.0,0.0,0.0,0.0,2.199
17,4,39,15.7,101.7,1.5,8.2,49.8,1.5,4.6,20.9,0.6,2.472
0,29,24,0.0,0.0,0.0,5.9,15.4,0.0,4.3,14.8,0.6,2.195
18,24,1,10.3,33.5,1.2,5.7,22.0,0.0,28.6,41.5,20.9,1.691
3,2,14,34.5,76.6,7.8,14.9,31.4,1.1,3.6,16.8,0.6,0.178
52,6,1,5.6,16.2,1.2,11.8,44.5,0.9,31.3,121.8,22.5,2.441
21,0,6,5.6,16.1,1.4,0.0,0.0,0.0,12.1,44.1,0.9,0.948
9,38,11,12.0,41.2,1.5,5.5,17.4,0.0,5.7,39.1,0.6,2.402
18,24,8,10.4,29.8,1.2,5.7,20.6,0.0,6.4,25.2,0.8,2.018
8,22,8,11.8,40.9,1.3,5.6,18.1,0.0,5.9,25.2,0.6,1.48
16,9,6,7.6,25.1,1.3,7.8,23.4,0.6,8.5,30.5,0.6,1.16
43,4,15,5.7,18.7,1.3,12.1,41.1,2.5,11.7,60.6,0.2,2.625
3,43,6,22.5,58.6,2.2,5.5,16.1,0.0,5.2,54.6,0.6,2.103
5,8,49,49.4,140.5,4.8,7.5,48.5,0.9,3.3,14.6,0.6,2.625
2,10,22,46.0,105.8,6.3,7.3,23.4,1.0,3.6,14.0,0.6,1.27
14,5,22,12.6,53.8,1.4,6.6,32.0,0.9,5.3,17.2,0.6,1.594
61,3,0,5.5,14.9,1.2,12.5,46.1,1.2,0.0,0.0,0.0,2.709
2,4,14,48.4,88.1,12.2,8.7,25.0,2.2,3.3,13.6,0.6,0.175
2,11,3,31.0,63.7,2.2,5.5,15.4,0.6,8.6,25.0,0.6,0.103
51,12,0,5.6,16.0,1.2,11.6,37.2,1.0,0.0,0.0,0.0,2.676
20,9,32,12.4,53.4,1.4,5.9,31.2,0.6,5.4,19.4,0.6,2.575
13,32,3,10.9,45.5,1.5,5.5,17.6,0.0,9.4,36.0,0.8,1.936
32,3,20,6.9,23.6,1.2,10.8,28.9,1.2,9.0,28.4,0.5,2.289
38,3,14,5.7,22.8,1.2,12.1,36.2,0.9,11.6,43.8,0.9,2.291
28,27,9,9.3,33.0,1.2,6.3,20.5,0.0,7.1,38.0,0.8,2.702
29,25,8,8.6,27.5,1.2,6.7,23.5,0.4,7.6,38.5,1.0,2.626
9,12,7,10.8,30.2,1.4,5.7,16.9,0.6,6.3,22.0,0.6,0.996
28,10,7,6.2,22.1,1.2,9.8,38.4,0.8,10.9,46.0,1.1,1.814
16,10,2,7.2,23.9,1.3,8.2,28.4,0.6,14.9,34.9,0.8,0.995
39,5,14,5.8,18.7,1.2,11.5,39.6,1.6,11.6,70.6,0.8,2.39
22,0,25,9.6,43.8,1.2,0.0,0.0,0.0,6.2,25.0,0.1,1.912
53,6,1,5.6,15.6,1.2,11.7,33.1,0.9,31.9,124.5,22.6,2.475
48,5,9,5.6,17.0,1.2,11.6,37.5,1.8,12.2,73.1,0.9,2.637
20,36,3,10.2,33.9,1.2,5.5,17.6,0.0,9.6,46.4,0.8,2.438
52,2,2,5.5,15.8,1.2,16.7,54.4,1.2,16.6,96.2,1.0,2.313
7,13,20,19.3,56.6,2.3,5.8,15.9,0.9,4.5,16.6,0.6,1.568
17,8,21,10.9,33.2,1.3,6.1,20.8,0.6,6.0,21.2,0.6,1.86
5,10,20,24.0,72.6,2.9,5.9,18.9,0.6,4.2,15.9,0.6,1.324
23,21,5,8.5,30.4,1.2,6.6,20.6,0.5,7.8,39.1,1.2,1.98
48,2,6,5.6,18.1,1.2,16.6,40.5,1.6,12.4,96.2,0.8,2.317
0,17,8,0.0,0.0,0.0,5.8,14.6,0.6,4.2,17.5,0.6,0.872
9,35,13,13.0,40.8,1.7,5.6,16.4,0.0,5.5,26.5,0.6,2.358
19,5,4,5.7,17.2,1.3,11.2,33.8,1.6,12.3,36.5,1.2,0.994
34,8,6,5.6,19.1,1.2,11.7,34.6,1.2,12.4,65.8,1.6,1.944
21,0,35,12.6,78.5,1.3,0.0,0.0,0.0,5.3,20.2,0.0,2.322
27,2,15,6.5,22.2,1.2,15.9,37.5,1.1,9.6,29.1,0.6,1.733
28,12,2,5.8,20.4,1.2,10.6,31.4,1.0,16.2,58.2,0.9,1.637
6,3,40,39.7,155.6,3.0,10.3,55.5,0.8,3.3,14.9,0.6,1.982
8,1,15,15.2,44.2,1.7,30.7,46.1,23.8,4.7,17.0,0.6,0.853
9,43,10,11.7,33.1,1.7,5.6,17.1,0.0,5.8,43.5,0.6,2.615
32,15,7,6.6,22.6,1.2,9.2,31.2,0.8,10.1,49.6,0.6,2.243
32,3,2,5.6,17.1,1.2,12.4,36.6,1.5,16.6,72.0,0.8,1.422
17,6,40,15.9,94.1,1.4,6.3,51.5,1.0,4.6,17.5,0.6,2.672
38,15,6,6.0,21.2,1.2,10.3,34.9,0.8,11.4,68.5,0.8,2.443
4,3,32,47.9,134.4,3.2,10.5,51.8,0.9,3.2,14.1,0.6,1.523
3,5,3,20.4,54.4,2.0,5.8,17.4,0.6,8.9,26.8,0.8,0.087
14,32,11,10.3,35.1,1.4,5.5,16.2,0.0,6.5,39.8,0.8,2.346
2,39,21,35.6,74.3,5.9,5.7,15.5,0.0,4.4,24.0,0.6,2.618
4,11,10,20.3,59.4,2.1,6.0,16.8,1.0,4.5,16.6,0.6,0.88
17,33,10,10.5,31.8,1.5,5.6,18.4,0.0,6.4,30.1,0.6,2.466
12,15,29,16.7,57.6,1.7,5.9,21.2,0.6,4.8,17.1,0.6,2.319
16,5,38,16.3,85.4,1.7,6.9,54.1,1.5,4.5,15.8,0.6,2.442
34,5,16,6.3,23.1,1.2,10.5,40.1,1.6,10.1,41.0,0.8,2.291
27,5,27,9.0,35.8,1.2,7.2,27.6,1.0,6.7,24.9,0.6,2.439
18,3,11,7.2,27.5,1.2,10.6,32.4,0.9,8.6,26.5,0.6,1.202
21,19,21,10.5,32.5,1.2,6.0,17.8,0.6,6.3,22.2,0.6,2.574
15,35,1,10.8,43.2,1.4,5.5,16.5,0.0,28.7,51.0,21.4,2.072
47,1,14,5.6,17.8,1.2,32.2,42.6,24.9,11.8,65.2,0.2,2.623
14,4,25,13.5,84.4,1.3,8.1,28.4,1.6,5.0,18.1,0.6,1.696
46,7,10,5.7,20.2,1.2,11.9,42.1,2.0,12.0,82.4,0.6,2.681
5,42,14,20.1,59.8,2.3,5.6,17.2,0.0,4.7,42.5,0.6,2.582
4,2,46,65.4,211.6,2.8,15.3,46.0,1.9,3.1,16.4,0.2,2.098
21,32,10,10.3,31.9,1.3,5.7,19.0,0.0,6.4,31.6,0.6,2.663
31,10,23,8.4,27.6,1.2,7.2,25.2,0.6,7.4,26.6,0.0,2.702
14,28,11,10.7,31.1,1.4,5.7,18.8,0.0,6.3,25.8,0.6,2.201
1,57,3,63.0,73.9,53.0,5.4,18.2,0.0,8.6,74.6,0.8,2.561
6,24,8,13.7,38.2,1.8,5.6,15.9,0.1,5.3,28.4,0.6,1.475
8,1,28,23.6,104.0,2.0,30.5,46.8,22.9,3.9,17.1,0.6,1.423
17,12,1,7.3,27.4,1.2,7.5,28.9,0.6,29.5,41.2,21.9,1.104
6,15,37,27.9,100.9,3.0,6.2,27.4,0.6,3.9,14.6,0.6,2.39
8,14,28,22.3,75.0,1.8,6.0,19.0,0.6,4.3,16.4,0.6,2.044
17,15,19,10.8,30.2,1.4,6.0,17.5,0.6,6.2,21.0,0.6,2.071
12,35,12,10.9,36.4,1.4,5.6,16.5,0.0,6.5,30.4,0.6,2.437
10,15,23,16.5,59.1,1.5,5.9,17.6,0.6,4.8,16.6,0.6,1.943
8,45,8,12.1,43.8,1.5,5.5,16.0,0.0,5.9,52.0,0.6,2.582
1,9,42,165.7,213.2,127.3,9.5,39.0,1.4,3.0,12.8,0.6,2.094
33,5,0,5.6,15.0,1.2,11.8,36.5,1.0,0.0,0.0,0.0,1.47
9,2,29,21.6,103.7,1.9,15.1,36.0,1.2,4.0,17.9,0.6,1.554
52,1,9,5.6,16.9,1.2,32.0,42.4,24.2,12.3,72.0,0.2,2.624
17,12,18,10.7,29.7,1.3,6.1,20.9,0.6,6.2,20.8,0.6,1.908
23,3,0,5.6,14.9,1.2,12.3,34.4,1.1,0.0,0.0,0.0,0.912
30,28,5,8.5,27.2,1.2,6.8,22.5,0.0,7.9,49.1,1.6,2.668
12,6,34,18.9,87.2,1.8,6.3,37.0,1.0,4.3,17.1,0.6,2.096
33,11,3,5.6,19.7,1.2,11.4,37.6,0.9,13.1,66.8,0.9,1.911
12,10,5,9.0,25.0,1.3,6.5,20.4,0.6,7.7,25.8,1.5,0.956
47,4,0,5.6,16.0,1.2,11.7,44.8,1.1,0.0,0.0,0.0,2.076
5,37,5,13.6,42.4,1.5,5.5,16.8,0.0,6.1,53.9,0.6,1.908
14,9,22,12.6,48.4,1.5,5.7,22.9,0.6,5.4,20.2,0.6,1.807
2,26,18,36.6,86.4,3.9,5.8,16.5,0.0,4.3,18.4,0.6,1.862
24,17,7,7.9,26.8,1.2,7.2,25.2,0.2,8.0,32.1,1.1,1.943
6,7,51,44.4,172.2,3.2,7.6,56.9,1.1,3.3,15.1,0.5,2.703
22,15,14,9.3,29.1,1.2,6.6,19.8,0.6,7.1,31.1,0.6,2.073
19,7,31,12.5,56.6,1.4,5.8,31.0,0.6,5.3,19.0,0.6,2.337
8,21,6,10.9,41.2,1.2,5.6,17.2,0.0,6.3,26.5,0.6,1.323
4,18,39,33.0,104.5,2.5,6.5,31.9,0.8,3.8,15.8,0.5,2.579
28,23,7,8.4,30.3,1.2,7.0,23.4,0.5,7.6,35.9,1.0,2.396
4,4,3,15.1,48.2,1.7,7.2,21.6,0.6,8.9,25.4,0.6,0.091
6,0,24,26.8,111.3,2.0,0.0,0.0,0.0,3.7,15.9,0.6,1.109
3,25,21,26.9,66.4,2.8,5.9,16.8,0.0,4.5,18.1,0.6,1.979
6,36,21,21.8,68.6,2.4,5.8,16.6,0.0,4.5,24.1,0.6,2.68
11,35,6,10.7,33.6,1.4,5.5,18.9,0.0,6.4,43.9,0.6,2.098
11,19,1,10.7,32.8,1.3,5.5,16.2,0.0,28.7,39.9,21.5,1.156
3,12,19,30.1,79.4,3.0,6.1,20.9,0.6,4.0,15.1,0.6,1.275
30,28,0,8.2,29.9,1.2,6.9,23.8,0.0,0.0,0.0,0.0,2.403
15,31,16,10.9,33.8,1.2,5.7,16.2,0.0,6.3,23.4,0.8,2.62
27,3,12,6.0,22.4,1.2,11.9,37.5,1.1,10.6,36.0,0.6,1.643
9,7,18,15.5,42.0,1.7,5.7,23.6,0.6,4.8,18.2,0.6,1.28
21,14,15,9.7,30.8,1.2,6.3,22.0,0.6,6.9,23.8,0.6,2.02
2,18,3,30.9,65.1,3.2,5.5,14.2,0.5,8.7,30.8,0.8,0.817
27,16,7,7.3,23.8,1.2,7.9,26.2,0.6,8.9,39.8,0.6,2.019
14,38,2,10.6,36.2,1.3,5.5,17.6,0.0,14.2,52.2,0.6,2.25
4,4,55,74.4,239.8,5.4,9.0,59.9,1.0,3.1,16.1,0.6,2.753
33,11,11,6.5,23.3,1.2,9.4,29.5,0.6,10.1,53.1,0.6,2.29
20,15,4,7.9,25.2,1.3,7.6,23.9,0.6,8.6,33.5,1.2,1.521
28,5,19,7.4,24.8,1.2,8.3,26.6,1.0,8.2,29.0,0.6,2.095
2,17,8,34.6,66.6,6.1,5.6,15.8,0.6,4.6,16.6,0.9,0.946
15,2,18,10.5,38.4,1.3,15.3,37.8,0.8,5.9,22.5,0.6,1.314
6,3,26,28.5,105.4,2.0,10.0,38.5,0.6,3.6,15.2,0.6,1.32
17,28,14,10.8,36.0,1.2,5.6,18.0,0.0,6.4,30.0,0.6,2.45
2,43,19,36.7,86.8,5.4,5.7,15.9,0.0,4.1,23.8,0.6,2.706
32,18,9,7.3,27.8,1.2,8.1,27.2,0.0,8.5,42.0,0.6,2.489
0,54,6,0.0,0.0,0.0,5.5,18.2,0.0,4.8,35.8,1.0,2.471
24,31,3,9.9,36.0,1.2,5.8,20.4,0.0,9.7,47.5,0.9,2.391
7,18,34,23.4,80.8,1.8,6.0,19.2,0.6,4.2,17.6,0.6,2.432
11,19,5,10.8,31.1,1.4,5.6,20.5,0.0,6.6,26.0,0.9,1.312
10,18,33,21.1,84.5,1.5,6.0,18.9,0.0,4.4,18.1,0.6,2.565
20,20,19,10.6,33.2,1.4,5.9,17.5,0.6,6.3,21.5,0.6,2.441
9,11,40,25.1,115.3,2.3,6.2,35.9,0.6,3.9,16.9,0.6,2.477
48,7,6,5.6,16.9,1.2,11.6,36.5,1.0,12.5,94.5,0.6,2.582
9,44,6,10.3,33.0,1.2,5.5,17.1,0.0,6.7,49.0,0.6,2.437
13,1,47,22.7,143.6,1.8,30.6,55.0,22.8,3.9,19.6,0.1,2.571
6,10,17,20.0,57.4,1.9,6.0,17.1,0.6,4.3,17.5,0.6,1.237
33,7,5,5.6,17.2,1.3,11.8,40.5,0.9,12.7,64.5,2.1,1.824
15,12,28,14.0,57.6,1.4,5.9,21.0,0.6,5.2,18.4,0.4,2.298
6,32,24,23.4,70.0,1.8,5.8,16.5,0.0,4.2,18.6,0.6,2.622
13,37,2,10.5,35.1,1.2,5.4,15.1,0.0,14.3,47.9,0.8,2.102
11,27,16,12.4,36.2,1.7,5.8,18.0,0.0,5.6,21.0,0.6,2.25
5,0,3,11.3,32.6,1.7,0.0,0.0,0.0,8.9,27.2,0.9,0.094
6,31,15,17.6,66.9,1.9,5.7,16.2,0.0,4.6,25.2,0.6,2.097
2,5,43,113.0,219.4,15.2,8.8,58.2,1.2,3.0,13.2,0.6,2.032
21,18,19,10.4,31.3,1.4,5.9,19.1,0.6,6.4,22.8,0.6,2.396
43,19,1,5.7,19.1,1.2,10.8,33.4,0.8,31.1,97.5,22.4,2.67
17,9,38,15.4,94.2,1.6,5.7,35.2,0.6,4.7,18.9,0.0,2.708
6,9,13,17.3,44.8,2.2,5.9,16.4,1.0,4.7,17.4,0.6,0.998
23,22,10,9.5,29.4,1.2,6.1,22.0,0.6,6.9,29.4,0.6,2.3
18,27,10,10.6,33.6,1.3,5.7,19.4,0.0,6.3,33.0,0.6,2.302
22,17,4,7.8,23.9,1.2,7.3,23.2,0.6,8.9,38.1,1.1,1.69
1,25,0,59.7,70.4,51.2,5.4,13.6,0.0,0.0,0.0,0.0,0.91
23,2,20,8.3,30.5,1.2,15.3,38.5,0.9,7.3,25.4,0.6,1.811
14,26,7,11.0,30.8,1.3,5.6,17.6,0.1,6.1,26.2,0.6,1.904
26,32,1,9.5,42.0,1.3,5.9,19.1,0.0,29.1,48.4,21.6,2.439
2,42,4,32.0,68.2,2.2,5.4,15.0,0.0,7.0,54.1,1.6,1.944
39,0,19,6.0,20.2,1.2,0.0,0.0,0.0,10.7,52.5,0.0,2.406
48,7,0,5.6,15.6,1.2,11.1,37.1,0.9,0.0,0.0,0.0,2.363
27,2,32,9.8,35.8,1.2,15.4,46.4,1.2,6.3,21.9,0.6,2.567
9,26,17,14.8,42.7,1.8,5.8,19.8,0.0,5.1,19.0,0.6,2.101
18,28,10,10.5,35.6,1.2,5.6,16.6,0.0,6.6,27.9,0.6,2.314
41,4,17,5.8,18.3,1.2,11.7,40.0,2.0,11.1,50.0,0.5,2.623
23,4,15,7.3,24.8,1.2,8.8,29.2,1.1,8.4,24.8,0.6,1.639
20,7,11,7.5,24.1,1.3,7.7,25.5,0.6,8.6,32.9,0.6,1.474
0,21,20,0.0,0.0,0.0,5.9,17.1,0.2,4.5,15.9,0.6,1.6
7,8,13,15.5,48.2,1.5,6.1,17.5,0.6,5.0,18.0,0.6,0.996
38,7,14,6.0,19.8,1.2,10.6,31.2,0.9,10.8,44.2,0.8,2.436
5,7,1,12.4,45.2,1.4,5.5,17.6,0.6,28.3,38.5,21.6,0.105
3,33,22,26.8,93.0,2.3,5.8,16.5,0.0,4.5,16.8,0.6,2.4
0,29,32,0.0,0.0,0.0,6.1,16.4,0.0,4.3,17.0,0.6,2.574
19,13,1,7.2,23.9,1.2,7.9,24.1,0.6,29.5,49.9,22.0,1.23
5,13,42,35.0,129.9,2.6,7.1,40.2,0.2,3.6,15.6,0.6,2.468
0,8,18,0.0,0.0,0.0,7.8,26.5,0.9,3.2,12.4,0.6,0.911
21,1,5,5.6,17.2,1.2,32.5,43.1,24.6,12.4,39.5,0.9,0.949
3,28,18,27.0,65.1,2.8,5.7,17.8,0.0,4.3,19.5,0.6,1.974
1,17,12,68.9,87.8,55.2,5.9,17.4,0.6,4.3,16.4,0.6,1.105
3,38,15,27.8,69.2,2.9,5.6,17.2,0.0,4.4,27.2,0.6,2.318
23,1,31,10.8,53.6,1.2,30.6,47.2,23.4,5.8,23.0,0.0,2.294
14,14,20,11.9,35.3,1.4,5.9,17.0,0.6,5.7,22.5,0.6,1.942
18,12,33,13.5,49.7,1.5,6.0,21.5,0.6,5.1,20.4,0.6,2.665
24,9,27,10.1,36.1,1.3,6.1,22.5,0.8,6.2,21.1,0.6,2.468
16,1,22,11.2,65.8,1.3,31.3,46.1,24.2,5.6,22.9,0.6,1.514
35,6,1,5.6,15.3,1.2,11.7,39.0,0.9,31.1,83.8,22.5,1.643
10,14,20,15.1,51.0,1.8,6.0,18.6,0.5,5.0,19.6,0.6,1.732
55,1,3,5.5,15.2,1.2,32.7,51.5,25.0,13.3,100.9,0.9,2.432
11,22,26,16.6,51.2,1.6,5.9,17.0,0.6,4.9,18.0,0.6,2.438
18,21,3,9.6,33.7,1.3,5.9,19.2,0.1,9.7,39.6,0.9,1.642
41,11,4,5.6,17.5,1.2,12.2,39.2,1.0,12.5,87.0,0.8,2.397
10,34,13,12.2,50.4,1.6,5.6,16.9,0.0,6.0,24.2,1.0,2.344
14,3,0,5.6,16.0,1.3,12.0,37.0,1.1,0.0,0.0,0.0,0.121
9,19,5,10.8,34.0,1.6,5.6,18.0,0.0,6.7,29.2,1.0,1.239
1,27,29,71.4,118.8,57.1,6.0,17.8,0.0,4.1,15.4,0.6,2.337
31,17,6,6.8,23.6,1.2,8.7,31.0,0.6,9.3,53.1,0.6,2.248
12,0,22,14.0,65.3,1.8,0.0,0.0,0.0,4.9,19.1,0.6,1.272
4,12,12,22.2,58.0,2.2,5.9,17.0,0.6,4.5,17.1,0.6,0.996
17,25,3,10.3,36.9,1.2,5.6,21.4,0.0,9.7,40.6,0.8,1.806
54,4,3,5.6,17.7,1.2,12.2,35.6,1.8,13.3,123.9,0.6,2.567
17,18,13,10.4,30.7,1.5,5.9,17.2,0.0,6.1,21.0,0.6,1.939
13,11,0,8.4,25.7,1.2,6.8,20.9,0.6,0.0,0.0,0.0,0.851
7,25,5,11.0,37.3,1.5,5.6,16.5,0.0,6.5,33.1,0.6,1.416
19,16,9,9.3,29.1,1.4,6.3,21.0,0.6,7.1,26.6,0.6,1.735
7,28,8,12.5,36.8,1.3,5.6,17.4,0.0,5.9,27.0,0.6,1.689
37,11,6,5.7,20.5,1.3,11.3,35.9,0.9,12.4,70.1,1.5,2.257
7,23,12,14.9,43.8,1.8,5.7,16.4,0.0,5.2,19.6,0.9,1.648
42,5,11,5.6,21.7,1.2,12.0,42.2,1.0,12.0,63.6,0.8,2.397
6,14,24,22.2,67.4,2.8,5.8,17.5,0.6,4.3,15.2,0.6,1.735
7,15,3,10.9,41.0,1.5,5.5,15.9,0.6,9.4,26.5,0.6,0.875
10,4,43,26.8,139.1,1.9,7.7,52.6,0.6,3.8,19.5,0.6,2.342
25,3,10,5.9,19.4,1.2,12.0,40.5,1.1,11.1,49.6,0.8,1.475
13,6,15,10.8,35.3,1.3,6.2,20.1,0.6,5.9,20.5,0.6,1.273
29,7,8,5.9,20.0,1.2,11.2,32.6,1.4,11.5,51.4,0.6,1.743
18,19,15,10.8,30.2,1.2,5.8,17.1,0.6,6.3,21.5,0.6,2.094
32,18,1,6.4,21.2,1.2,9.4,33.1,0.6,30.2,66.4,22.6,2.066
11,50,1,10.5,41.2,1.3,5.4,17.0,0.0,28.7,55.4,21.9,2.62
28,6,7,5.7,17.5,1.2,11.1,35.6,1.0,12.4,50.0,1.2,1.594
18,44,2,10.4,35.8,1.2,5.5,18.1,0.0,14.4,75.0,0.9,2.691
21,1,42,14.0,98.0,1.2,31.1,52.5,23.8,4.8,23.6,0.0,2.701
36,15,7,6.2,22.3,1.2,9.6,29.5,0.5,10.6,62.8,0.8,2.388
3,5,53,91.8,222.4,10.2,8.9,83.0,1.6,3.0,16.6,0.6,2.589
13,4,19,12.0,46.3,1.3,7.6,23.6,0.6,5.4,20.2,0.6,1.352
34,6,8,5.7,19.5,1.3,11.9,46.6,1.0,12.3,57.5,0.6,1.94
41,3,15,5.7,18.1,1.2,12.1,38.9,1.1,11.6,63.8,0.5,2.44
12,11,32,17.6,72.8,1.8,5.9,26.2,0.6,4.5,16.5,0.6,2.292
15,4,16,9.9,30.9,1.3,7.9,25.8,1.0,6.3,25.8,0.6,1.311
31,16,2,6.2,22.8,1.2,9.8,30.6,0.8,15.7,59.6,0.8,1.978
3,13,32,41.2,101.0,4.3,6.9,23.4,0.6,3.5,15.1,0.6,1.945
6,5,27,28.9,94.2,2.8,6.6,33.9,0.8,3.7,16.0,0.6,1.467
1,25,28,69.2,106.7,56.2,6.1,17.6,0.0,4.3,15.1,0.6,2.243
32,5,27,8.1,25.6,1.2,7.9,33.0,1.5,7.4,24.9,0.2,2.694
6,21,34,23.4,102.4,2.2,6.2,19.0,0.0,4.1,14.9,0.6,2.572
28,27,8,8.9,25.8,1.2,6.3,23.0,0.0,7.3,36.6,1.1,2.665
6,11,45,37.0,172.8,2.6,7.0,38.2,1.2,3.6,15.1,0.6,2.677
4,36,17,25.2,73.2,2.0,5.6,16.6,0.0,4.5,25.1,0.6,2.344
52,4,2,5.6,16.6,1.2,11.7,45.6,0.9,17.0,104.4,0.9,2.406
49,7,8,5.6,19.7,1.3,11.9,41.5,1.1,12.6,86.4,0.6,2.769
12,22,4,10.5,29.8,1.4,5.6,17.4,0.0,7.7,32.9,1.0,1.468
12,16,33,18.0,75.8,1.8,6.1,20.5,0.5,4.4,18.5,0.6,2.578
55,1,0,5.5,14.6,1.2,31.4,42.8,23.9,0.0,0.0,0.0,2.324
6,47,0,10.9,44.6,1.6,5.5,16.2,0.0,0.0,0.0,0.0,2.2
0,2,58,0.0,0.0,0.0,15.8,62.4,2.1,2.8,14.8,0.6,2.478
25,16,1,6.8,22.0,1.2,8.5,32.4,0.2,29.7,62.4,21.9,1.646
13,22,6,10.8,34.7,1.4,5.5,16.4,0.0,6.3,27.1,0.8,1.6
9,12,22,17.3,55.1,1.7,5.9,16.6,0.6,4.7,18.1,0.6,1.685
7,19,6,11.8,36.8,1.3,5.5,16.5,0.0,6.3,23.1,1.2,1.207
4,22,6,17.1,42.9,1.7,5.6,18.5,0.0,5.3,34.4,0.6,1.212
9,14,9,11.3,34.3,1.4,5.8,17.6,0.6,6.1,20.9,0.6,1.271
13,0,38,19.2,113.2,2.2,0.0,0.0,0.0,4.1,15.9,0.0,2.064
2,56,5,32.5,68.8,3.0,5.5,20.2,0.0,5.4,80.6,0.6,2.67
10,12,13,12.0,40.2,1.4,5.8,17.9,0.6,5.8,21.2,0.6,1.318
