numGreen,numYellow,numBlue,avgGreen,maxGreen,minGreen,avgYellow,maxYellow,minYellow,avgBlue,maxBlue,minBlue,time
6,7,8,18.2,45.0,1.6,18.7,58.1,1.3,11.5,30.5,0.6,0.083
4,17,24,56.0,124.0,8.5,14.5,36.0,0.8,7.7,28.4,0.4,0.192
13,1,46,22.2,121.3,1.7,200.2,403.3,337.2,4.9,21.5,0.2,0.262
0,23,11,0.0,0.0,0.0,7.1,20.4,0.4,12.5,30.9,0.8,0.14
26,0,37,11.4,52.7,0.3,0.0,0.0,0.0,7.2,22.2,0.2,0.276
16,13,5,10.0,25.1,0.4,14.5,35.6,1.2,31.7,66.2,2.2,0.144
3,30,25,89.0,145.0,42.6,9.6,29.9,0.3,9.8,37.9,0.4,0.266
11,10,41,27.5,115.6,0.3,32.0,103.6,5.6,6.2,31.1,0.4,0.272
5,4,6,15.7,32.5,2.5,25.7,58.3,1.8,10.9,30.0,0.4,0.149
6,45,1,33.8,92.3,4.7,4.6,18.1,0.2,151.8,249.0,152.5,0.227
6,8,39,42.5,131.2,5.1,36.8,88.0,9.8,5.3,22.0,0.4,0.231
35,17,4,7.0,29.1,0.3,17.3,56.8,1.2,61.8,182.8,4.6,0.249
47,0,11,5.0,27.5,0.1,0.0,0.0,0.0,23.9,136.2,1.1,0.258
24,9,19,10.6,41.0,0.3,32.0,91.7,2.7,12.3,38.2,0.4,0.225
37,13,6,6.6,23.9,0.3,22.8,97.7,3.6,41.8,136.5,2.4,0.252
19,31,6,14.0,57.0,0.5,8.5,28.0,0.3,40.0,85.6,2.2,0.251
14,20,13,16.8,45.8,1.3,12.3,40.3,0.6,16.7,46.2,0.5,0.204
7,18,35,40.4,160.4,5.6,17.1,49.1,0.9,7.1,26.0,0.4,0.263
30,6,15,7.9,29.9,0.3,45.1,99.1,1.3,15.4,62.0,0.9,0.223
14,28,5,15.8,72.0,0.8,8.0,24.5,0.3,40.3,92.8,5.8,0.203
9,6,15,17.3,45.1,0.5,30.4,90.0,2.8,8.5,28.6,0.4,0.121
10,24,18,25.2,70.0,1.8,11.1,36.9,0.5,12.8,38.5,0.5,0.224
23,1,1,4.2,18.6,0.3,140.0,193.1,161.2,108.9,147.9,107.5,0.097
11,27,23,27.8,97.0,5.1,11.5,41.2,0.8,11.4,36.9,0.4,0.268
3,2,12,31.6,49.2,13.4,61.0,87.4,48.4,5.6,17.1,0.4,0.117
19,10,23,13.6,54.9,0.4,28.8,82.4,3.3,10.4,45.2,0.5,0.228
43,4,16,6.3,29.9,0.3,72.9,193.4,14.3,17.2,82.9,1.1,0.274
10,39,10,27.1,82.9,2.7,6.8,28.8,0.2,25.4,65.4,0.9,0.256
2,14,22,91.4,179.0,44.2,15.1,33.6,1.2,6.9,26.2,0.4,0.158
7,35,3,28.3,74.2,2.4,5.6,18.9,0.3,57.3,105.2,14.1,0.193
17,9,9,9.9,32.4,0.3,22.6,73.6,2.5,18.5,66.5,0.6,0.154
4,51,7,60.3,152.4,15.5,5.0,18.9,0.2,32.3,76.8,3.0,0.277
42,3,10,5.5,26.0,0.3,90.7,177.2,17.9,24.0,152.6,1.2,0.253
14,23,26,21.5,79.7,1.2,14.4,56.2,1.1,10.7,33.1,0.4,0.309
50,4,3,4.4,24.6,0.3,67.7,184.6,10.2,80.3,238.1,10.1,0.253
8,14,14,22.8,71.2,1.8,14.1,43.2,0.7,11.2,31.5,0.6,0.146
3,38,18,85.3,128.5,47.0,7.2,29.8,0.3,13.4,42.0,0.5,0.259
10,9,24,21.4,84.8,0.6,27.5,80.2,1.1,7.5,26.6,0.4,0.181
19,22,2,10.3,33.5,0.5,9.9,33.2,0.4,93.5,123.6,82.6,0.186
56,8,0,4.3,17.1,0.3,38.3,126.1,6.3,0.0,0.0,0.0,0.288
26,22,11,10.9,38.6,0.3,13.9,60.8,0.7,24.7,98.0,1.2,0.258
4,4,47,61.3,256.0,1.5,68.3,184.2,6.1,4.1,23.6,0.4,0.238
31,9,2,5.6,24.9,0.3,26.3,68.4,1.1,91.7,170.1,59.1,0.18
10,8,23,20.1,96.2,0.6,30.1,104.4,3.4,7.6,29.5,0.4,0.172
22,16,22,13.8,48.6,0.5,19.9,103.7,0.8,12.6,36.6,0.5,0.263
42,10,8,5.9,30.9,0.3,29.7,113.3,1.9,34.0,122.4,2.4,0.265
15,24,24,19.9,86.9,0.9,13.9,43.1,0.8,11.4,46.0,0.6,0.277
3,23,30,83.6,180.7,29.2,12.5,33.7,0.9,7.4,25.5,0.4,0.251
48,0,0,3.4,11.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.209
1,19,18,161.4,230.3,189.5,10.6,28.8,0.4,8.6,26.6,0.4,0.161
16,1,21,11.9,34.5,1.1,179.5,279.8,229.2,7.7,18.9,0.4,0.163
7,4,44,37.1,171.4,2.3,69.5,160.5,13.5,4.7,24.4,0.4,0.239
49,6,6,4.9,21.9,0.3,51.2,126.9,10.7,41.6,218.2,1.6,0.267
5,10,0,12.8,31.7,1.0,8.1,23.5,0.3,0.0,0.0,0.0,0.124
11,10,31,23.1,83.8,0.9,28.8,100.9,4.2,7.1,29.1,0.4,0.225
0,6,28,0.0,0.0,0.0,34.1,95.8,4.8,4.3,17.5,0.4,0.14
13,20,18,19.7,76.3,2.4,13.5,43.6,0.6,13.0,35.4,0.6,0.227
5,7,46,53.7,214.4,1.2,43.6,118.9,6.1,4.6,22.6,0.4,0.261
25,9,15,9.4,36.3,0.3,29.8,79.7,2.2,15.0,42.2,1.2,0.213
10,25,6,19.6,56.9,1.1,8.0,29.1,0.3,30.4,53.4,6.8,0.172
4,14,5,28.5,62.0,1.4,8.6,25.2,0.2,19.8,46.8,2.1,0.092
14,34,15,21.2,71.4,1.3,9.0,31.7,0.3,18.2,47.5,1.1,0.275
1,30,29,191.7,344.1,273.0,10.1,30.8,0.3,8.3,28.6,0.5,0.261
3,11,29,70.6,168.0,20.8,22.4,77.0,2.6,5.8,22.6,0.4,0.184
33,6,18,7.8,36.7,0.3,48.4,142.5,7.5,14.4,43.4,0.4,0.257
0,22,7,0.0,0.0,0.0,6.0,23.7,0.2,16.3,38.8,1.0,0.118
9,27,21,31.0,80.9,1.3,10.4,33.4,0.3,11.8,52.2,0.4,0.255
15,2,42,19.3,90.4,0.5,136.1,222.8,116.6,5.4,25.4,0.4,0.262
14,11,26,18.3,62.3,1.2,26.0,79.0,1.3,8.5,30.5,0.4,0.224
3,5,17,44.9,78.6,3.1,31.9,93.2,2.3,5.7,26.2,0.4,0.101
5,27,16,45.0,98.9,2.4,8.8,32.5,0.3,12.8,47.1,0.4,0.211
6,33,23,48.2,125.3,5.7,9.3,40.0,0.3,11.0,64.8,0.4,0.271
11,21,9,18.0,55.1,3.2,10.0,30.1,0.6,21.0,56.2,1.5,0.178
2,11,18,76.5,138.6,39.5,16.4,40.6,2.3,6.9,21.6,0.4,0.124
4,12,3,22.4,46.7,5.7,8.5,28.1,0.3,26.9,46.5,9.9,0.165
4,10,14,35.4,104.8,2.5,16.7,40.0,1.2,8.4,27.8,0.4,0.111
2,16,31,101.9,266.9,31.1,16.7,44.8,1.1,6.3,25.4,0.4,0.216
5,31,2,32.7,74.2,5.5,5.2,19.8,0.3,72.8,136.4,36.1,0.157
15,31,0,13.3,38.9,0.7,6.8,22.8,0.3,0.0,0.0,0.0,0.198
1,33,21,188.3,318.1,236.4,7.9,26.8,0.3,10.7,35.5,0.8,0.238
18,14,7,10.3,35.9,0.4,15.1,45.5,0.5,25.9,59.9,2.0,0.162
5,9,5,18.8,46.2,1.7,12.5,32.8,0.9,16.6,41.9,1.9,0.12
13,3,28,16.9,61.7,0.5,83.3,139.2,34.6,6.5,29.5,0.4,0.189
26,19,1,7.8,28.4,0.3,12.6,39.6,0.6,159.9,244.2,192.6,0.199
19,5,14,9.7,32.4,0.3,43.7,98.1,10.6,12.7,35.1,0.4,0.16
8,19,12,23.9,57.7,2.4,10.8,36.8,0.5,14.4,44.5,0.8,0.163
3,39,8,68.6,128.3,24.7,5.4,21.9,0.2,24.9,58.0,2.5,0.219
29,14,17,10.1,42.2,0.4,22.3,73.0,3.5,16.3,82.4,0.5,0.263
4,24,3,35.3,73.5,2.5,5.8,22.6,0.3,42.2,83.4,12.2,0.125
32,5,2,4.8,18.0,0.3,41.8,119.5,2.5,90.7,154.0,58.4,0.163
36,22,1,7.1,30.0,0.3,13.3,52.3,0.9,167.0,307.5,245.2,0.259
9,18,10,20.9,65.4,0.8,10.6,43.7,0.3,16.5,37.4,1.1,0.153
27,15,1,6.9,25.0,0.3,15.7,50.5,1.0,158.0,230.6,199.4,0.186
13,12,31,22.1,71.4,1.0,25.1,74.2,3.1,7.7,29.1,0.5,0.249
22,24,9,12.0,46.0,0.3,11.6,36.3,0.5,26.5,88.2,0.6,0.243
14,9,30,19.0,66.7,0.6,32.9,100.0,2.1,7.5,27.1,0.4,0.231
16,8,24,15.1,55.1,0.8,33.1,89.8,7.2,8.9,34.4,0.4,0.212
20,10,10,9.6,32.1,0.3,22.5,89.8,2.2,19.1,61.6,0.5,0.176
20,35,0,11.9,27.2,1.1,7.3,27.8,0.2,0.0,0.0,0.0,0.238
32,2,3,4.5,16.0,0.3,101.8,136.8,77.7,56.6,130.6,24.8,0.158
4,41,7,53.4,122.5,17.4,5.3,20.0,0.2,28.8,71.9,1.6,0.229
19,24,16,15.2,42.5,0.4,12.7,39.9,1.1,17.3,61.0,0.9,0.278
3,39,18,84.3,154.8,41.5,7.1,25.3,0.3,13.6,52.6,0.6,0.265
2,4,19,67.0,114.0,34.1,40.5,88.2,7.3,4.8,17.5,0.4,0.099
12,3,40,22.8,120.9,0.7,93.7,218.6,12.8,5.4,22.9,0.2,0.238
21,7,14,9.6,35.6,0.3,35.3,99.2,4.1,13.7,35.5,0.4,0.195
12,12,36,24.4,102.3,0.7,25.6,143.0,1.1,7.0,30.2,0.4,0.265
15,12,0,7.8,24.6,0.3,12.6,34.6,0.5,0.0,0.0,0.0,0.107
6,1,57,44.1,268.0,2.2,190.4,375.7,285.0,3.9,21.5,0.0,0.287
31,5,16,7.8,35.4,0.3,54.6,132.6,8.9,14.7,51.8,1.0,0.228
17,27,9,14.8,58.2,0.3,9.7,35.6,0.3,25.8,104.1,1.8,0.229
28,29,4,9.7,30.2,0.3,10.7,35.3,0.2,66.3,141.4,7.9,0.265
29,1,13,6.7,28.8,0.3,200.1,318.1,258.8,15.1,61.5,0.4,0.183
9,5,18,18.5,56.0,1.7,38.6,122.9,7.5,7.5,23.8,0.4,0.133
12,35,11,23.5,48.9,5.6,8.0,31.8,0.3,23.2,72.0,1.1,0.274
17,10,17,13.0,32.8,0.5,24.1,102.2,2.5,11.6,35.5,0.5,0.188
3,35,20,82.8,190.9,27.4,7.9,29.6,0.3,12.2,36.0,0.4,0.259
0,9,11,0.0,0.0,0.0,13.5,41.3,0.6,6.9,21.0,0.4,0.132
2,46,12,106.4,256.8,59.6,5.6,19.4,0.3,18.7,46.1,0.8,0.27
43,8,8,5.7,30.7,0.3,38.1,94.2,6.6,34.9,119.1,1.1,0.261
5,28,19,48.8,102.9,10.4,9.4,30.1,0.2,11.4,52.6,0.4,0.231
0,14,33,0.0,0.0,0.0,18.0,59.9,1.2,5.4,18.5,0.4,0.2
10,5,43,29.9,123.8,4.0,57.8,161.3,5.2,5.1,27.9,0.0,0.255
0,12,50,0.0,0.0,0.0,26.2,63.7,2.0,4.6,18.6,0.4,0.27
20,25,6,11.9,40.9,0.3,10.2,31.1,0.7,37.7,80.9,3.6,0.226
9,16,3,14.7,38.4,0.9,9.1,29.3,0.3,41.8,55.8,25.4,0.112
12,2,9,9.4,28.2,0.3,74.9,99.8,69.8,11.7,38.2,0.4,0.086
6,28,29,49.2,146.1,10.8,11.5,31.2,0.6,9.0,34.8,0.4,0.276
23,9,8,8.0,30.9,0.3,25.0,78.2,1.9,24.1,60.8,2.0,0.172
18,9,6,8.6,35.6,0.3,20.9,73.2,1.0,25.6,80.9,0.6,0.136
18,13,16,12.9,35.9,0.7,19.3,86.2,0.9,13.5,31.5,0.8,0.199
34,22,6,8.3,31.9,0.3,14.4,49.2,0.4,43.6,150.5,4.0,0.272
4,17,12,40.4,106.6,12.4,10.3,33.9,0.4,11.6,37.5,0.5,0.136
0,2,9,0.0,0.0,0.0,43.7,74.8,13.5,4.4,17.1,0.4,0.04
6,23,17,37.7,74.9,9.1,10.2,37.8,0.2,11.7,44.5,0.4,0.198
33,5,5,5.4,20.8,0.3,49.4,130.5,8.2,40.0,109.4,7.8,0.187
12,12,32,23.8,94.3,0.7,25.3,71.4,2.2,7.2,32.0,0.4,0.247
8,13,11,20.3,72.3,2.1,13.9,49.4,1.2,13.0,43.4,0.4,0.133
15,21,13,16.3,56.0,0.9,12.2,32.2,0.5,17.1,42.0,0.6,0.214
12,7,31,20.8,68.6,1.4,39.2,107.9,4.9,6.7,30.2,0.4,0.222
9,10,41,32.9,128.5,2.4,30.6,139.1,1.6,5.8,28.1,0.4,0.264
0,8,31,0.0,0.0,0.0,27.6,85.4,3.2,4.6,20.8,0.4,0.161
4,14,29,58.5,159.9,3.0,18.0,56.2,2.0,6.6,25.8,0.4,0.202
10,5,4,8.9,28.1,0.3,24.6,67.7,2.3,22.3,43.2,2.0,0.151
17,32,1,12.9,38.5,0.4,7.3,25.2,0.3,164.0,270.8,209.5,0.219
11,8,18,17.1,61.9,0.3,26.7,89.2,2.2,9.1,39.9,0.4,0.195
38,4,11,6.1,26.5,0.3,66.4,129.6,12.1,21.3,94.4,0.5,0.229
19,0,38,15.1,68.4,0.4,0.0,0.0,0.0,6.0,23.1,0.4,0.253
22,13,13,10.5,32.7,0.3,19.6,91.8,1.2,17.2,51.8,0.4,0.212
7,3,14,17.7,42.8,0.7,53.5,93.0,12.2,7.2,21.4,0.4,0.094
2,19,3,54.6,85.3,31.1,5.8,23.3,0.2,31.5,52.4,12.5,0.093
24,28,11,12.2,42.4,0.3,11.4,40.6,0.6,25.6,75.0,1.8,0.276
8,14,36,35.7,155.6,1.6,22.0,85.2,3.8,6.4,30.1,0.4,0.269
21,33,9,13.8,51.5,0.5,9.5,37.2,0.3,30.9,111.1,5.6,0.279
22,16,24,13.5,64.0,0.4,21.1,82.5,0.5,11.7,40.2,0.4,0.274
16,6,7,8.5,27.2,0.3,29.4,77.7,1.8,19.6,65.4,2.5,0.124
8,4,31,26.8,97.0,1.2,62.4,128.7,12.8,5.4,23.1,0.4,0.184
13,23,6,15.5,41.5,0.5,9.2,29.8,0.3,31.1,67.4,2.4,0.179
0,46,8,0.0,0.0,0.0,4.7,20.8,0.2,23.1,46.2,3.1,0.232
7,11,37,38.3,139.2,2.4,27.5,74.3,3.1,6.1,33.8,0.4,0.255
14,10,33,20.8,113.1,0.5,30.0,98.9,3.6,7.1,38.2,0.4,0.254
33,17,14,9.1,45.9,0.3,20.2,92.1,0.5,20.3,83.4,2.2,0.286
12,12,15,16.4,53.2,2.1,18.6,59.5,2.0,11.9,35.5,0.4,0.163
5,21,34,56.5,165.3,5.0,14.5,41.8,1.2,7.3,27.4,0.4,0.263
10,29,15,26.1,75.2,2.2,9.1,30.1,0.3,16.2,58.9,0.8,0.235
27,9,20,10.0,36.4,0.3,33.5,94.1,1.9,12.6,36.1,0.8,0.246
29,10,1,5.8,21.4,0.3,22.0,65.7,1.9,148.7,215.2,191.0,0.171
14,29,0,13.6,29.9,1.3,6.9,24.8,0.2,0.0,0.0,0.0,0.185
50,7,7,5.2,24.5,0.3,45.1,111.0,8.3,39.4,160.4,7.4,0.288
12,2,15,12.2,35.3,0.4,90.5,134.4,68.8,8.6,25.1,0.4,0.116
17,0,47,17.7,106.0,0.9,0.0,0.0,0.0,5.4,20.4,0.4,0.29
7,2,25,26.1,75.2,1.2,101.7,135.8,91.8,5.3,19.5,0.4,0.139
0,29,9,0.0,0.0,0.0,5.9,22.8,0.2,16.5,35.8,3.0,0.157
36,19,5,7.3,34.4,0.3,16.6,80.1,1.5,54.6,136.2,8.2,0.265
8,22,26,33.5,121.0,0.6,12.9,45.4,0.5,9.2,39.0,0.4,0.247
52,3,0,3.7,14.3,0.3,86.1,175.1,19.9,0.0,0.0,0.0,0.238
5,23,10,36.8,70.1,11.0,8.0,26.8,0.3,16.5,45.8,0.9,0.159
32,6,11,6.7,25.4,0.3,44.1,100.8,9.7,20.6,66.4,1.1,0.212
0,6,24,0.0,0.0,0.0,30.8,78.3,5.1,4.5,18.0,0.4,0.124
21,12,10,9.6,33.0,0.3,19.5,87.3,1.5,19.5,81.4,1.1,0.184
8,38,10,32.2,79.9,4.0,6.6,20.8,0.2,23.6,69.0,5.1,0.256
19,21,17,15.0,46.4,0.4,14.0,53.3,1.6,15.4,56.9,1.4,0.253
33,23,8,9.1,40.9,0.3,14.5,51.8,0.8,34.8,134.5,2.2,0.289
48,2,11,5.1,22.7,0.3,140.3,217.0,106.1,24.8,148.4,0.5,0.268
9,51,3,28.7,64.1,2.5,5.1,21.8,0.2,76.0,123.0,33.1,0.275
41,16,4,6.5,32.0,0.3,19.3,65.2,0.6,60.9,229.4,3.2,0.27
30,18,4,7.6,29.4,0.3,15.5,49.8,1.7,57.6,129.5,10.4,0.229
17,3,16,10.6,33.8,0.3,69.5,135.2,28.7,10.0,52.5,0.4,0.146
13,10,30,20.2,75.0,0.9,29.5,79.2,1.0,7.5,32.4,0.4,0.229
12,27,19,23.9,73.6,0.4,10.8,36.7,0.4,13.6,43.1,0.4,0.262
24,18,17,12.0,44.1,0.3,18.0,52.9,1.7,16.2,43.2,1.6,0.264
28,3,19,8.5,31.2,0.3,84.8,162.9,18.2,11.6,32.5,0.9,0.222
7,1,3,7.5,20.2,0.4,83.9,102.2,87.9,17.4,35.6,4.1,0.054
21,2,1,4.5,17.8,0.3,73.9,95.6,58.8,106.9,136.6,107.5,0.094
28,4,23,9.4,44.7,0.3,72.1,154.8,8.3,10.9,32.1,0.4,0.238
34,11,8,6.9,33.7,0.3,26.1,81.2,1.5,29.9,95.9,0.6,0.232
2,42,8,101.5,192.7,56.5,5.2,22.2,0.2,24.6,66.1,2.4,0.231
16,13,27,17.9,80.4,1.4,23.3,70.7,2.5,9.2,31.5,0.4,0.252
29,3,16,7.5,33.9,0.3,85.2,147.4,37.0,14.0,62.0,0.8,0.211
0,10,8,0.0,0.0,0.0,10.5,30.9,0.6,8.7,23.4,0.4,0.15
1,26,30,195.8,351.8,257.6,11.3,33.3,0.8,7.5,31.8,0.4,0.26
10,19,17,23.5,77.1,1.6,12.8,38.2,0.3,12.1,39.8,0.4,0.195
5,28,20,49.7,110.3,4.7,9.4,34.1,0.2,11.4,38.6,0.4,0.231
8,5,36,29.3,115.4,0.5,52.4,131.4,9.2,5.1,28.2,0.4,0.214
39,11,4,5.7,26.9,0.3,26.7,79.1,2.2,57.2,198.5,4.2,0.234
6,10,3,14.9,38.5,1.1,10.7,34.1,0.3,28.6,56.1,3.8,0.149
1,57,4,151.4,275.0,124.5,4.2,17.4,0.4,43.0,79.2,4.5,0.274
24,18,9,10.2,35.0,0.3,15.2,52.9,0.7,26.0,84.5,2.9,0.223
0,18,3,0.0,0.0,0.0,5.2,16.8,0.3,25.4,40.1,7.0,0.078
10,23,11,21.6,44.8,0.9,9.7,26.8,0.5,17.8,65.1,0.6,0.187
24,16,12,10.3,34.8,0.3,17.3,80.2,1.7,19.5,63.0,0.5,0.227
10,1,22,17.1,53.1,1.5,158.9,237.7,199.4,6.2,20.6,0.4,0.135
12,47,1,20.5,47.7,1.2,5.4,19.5,0.3,184.0,319.6,214.0,0.264
4,16,12,39.2,91.5,7.4,10.8,41.8,0.5,11.4,35.4,0.4,0.132
18,0,28,12.5,52.6,0.3,0.0,0.0,0.0,6.8,25.2,0.4,0.201
3,20,13,59.0,90.4,28.6,9.3,34.7,0.4,11.7,32.6,0.8,0.152
6,20,5,24.7,73.0,2.3,7.6,24.5,0.3,26.9,63.9,4.5,0.125
9,39,1,22.7,45.6,2.5,5.3,23.7,0.2,155.2,255.4,155.8,0.213
16,1,16,10.2,27.4,0.4,163.0,239.2,209.5,9.2,27.8,0.5,0.137
7,12,38,41.3,151.4,2.4,25.6,77.8,4.4,5.9,25.2,0.4,0.252
53,5,6,4.7,23.7,0.3,58.6,179.3,4.9,42.2,216.1,1.9,0.286
7,17,4,18.8,53.4,0.6,8.4,25.5,0.3,31.2,68.0,11.5,0.112
27,8,9,7.4,33.0,0.3,30.7,99.0,5.8,22.4,81.5,0.6,0.195
24,10,21,11.0,32.8,0.3,30.0,86.0,4.4,11.8,48.0,0.4,0.24
1,32,5,141.7,208.9,125.7,5.0,17.5,0.2,29.0,73.6,2.6,0.184
21,12,1,7.1,23.8,0.3,15.8,40.6,1.8,137.8,195.4,138.6,0.143
9,6,33,26.3,98.1,2.7,42.7,106.2,6.8,5.6,31.6,0.4,0.208
40,3,8,5.1,23.9,0.3,83.6,177.2,20.2,27.0,160.8,4.2,0.223
37,7,18,7.6,36.6,0.3,44.8,96.6,10.7,15.4,77.2,0.6,0.272
33,15,5,6.9,29.5,0.3,19.1,55.8,1.3,47.9,125.4,2.4,0.231
2,10,1,28.8,59.0,2.1,7.1,22.2,0.4,50.2,64.8,47.0,0.099
54,5,1,4.1,17.8,0.1,59.9,140.6,10.2,183.8,348.1,263.6,0.264
1,10,43,186.2,330.3,269.9,29.8,98.1,1.6,4.6,20.5,0.4,0.233
6,0,22,25.4,71.7,2.6,0.0,0.0,0.0,4.9,16.5,0.4,0.114
5,7,50,57.4,203.2,6.6,44.9,160.6,4.7,4.5,19.8,0.2,0.271
34,9,17,8.1,34.1,0.3,33.9,126.2,3.2,15.9,52.8,0.9,0.263
42,2,3,4.3,18.0,0.3,119.5,179.7,81.3,69.5,201.1,17.4,0.2
11,12,2,10.4,28.9,0.5,11.6,27.5,0.5,57.6,85.0,41.4,0.098
27,7,28,11.1,41.7,0.4,45.1,120.0,9.5,9.9,34.1,0.4,0.274
17,20,7,12.3,52.5,0.4,11.6,29.8,0.8,28.1,76.2,3.5,0.187
24,18,1,7.8,26.0,0.3,12.5,39.2,0.8,159.9,243.8,187.2,0.184
10,14,24,23.8,99.6,1.4,18.6,93.8,1.2,8.7,27.9,0.4,0.205
43,0,15,5.6,24.6,0.3,0.0,0.0,0.0,17.7,114.2,0.1,0.259
12,34,18,25.6,68.0,1.5,9.3,43.6,0.3,15.6,55.0,0.4,0.317
6,5,47,43.7,212.2,1.8,59.3,148.2,11.8,4.4,20.1,0.4,0.259
5,12,43,57.8,170.4,10.4,25.4,87.2,1.6,5.4,25.8,0.4,0.263
20,10,9,9.3,28.3,0.3,21.6,91.5,1.1,21.1,75.5,0.4,0.162
47,14,2,5.4,24.0,0.3,22.5,51.7,1.5,112.0,298.4,45.4,0.275
21,9,31,14.5,49.2,0.4,35.1,101.7,3.9,8.8,32.1,0.4,0.271
20,14,14,11.8,47.1,0.5,18.4,91.9,1.1,15.9,36.2,2.1,0.216
4,16,5,30.2,78.4,9.3,8.0,22.8,0.3,21.7,48.9,1.2,0.1
7,48,0,27.9,68.4,1.0,4.5,17.0,0.2,0.0,0.0,0.0,0.237
5,6,29,41.0,111.8,6.5,37.8,104.2,3.8,5.3,21.8,0.4,0.17
34,8,3,5.5,25.4,0.3,30.2,102.8,3.8,67.0,136.4,23.5,0.198
3,1,10,27.0,40.2,11.8,96.5,123.7,104.4,5.5,18.8,0.4,0.083
12,5,15,13.6,39.4,1.0,38.4,102.1,3.8,9.4,27.8,0.4,0.136
33,0,14,6.3,27.3,0.3,0.0,0.0,0.0,15.2,66.9,0.4,0.202
23,3,13,8.0,32.9,0.3,74.3,121.8,37.7,14.1,48.0,0.5,0.162
7,2,50,36.1,228.2,2.9,136.8,266.9,85.8,4.2,18.8,0.0,0.258
9,0,4,6.8,22.3,0.3,0.0,0.0,0.0,15.2,29.5,1.8,0.082
3,14,20,61.4,112.9,31.8,14.8,38.5,0.3,7.6,24.1,0.4,0.152
9,0,34,24.1,82.6,1.7,0.0,0.0,0.0,4.8,19.5,0.4,0.187
1,14,37,185.9,304.6,243.5,20.3,59.4,0.9,5.2,22.1,0.4,0.229
6,13,1,15.2,38.4,0.8,8.0,23.2,0.2,85.4,109.0,85.2,0.161
6,19,33,46.8,164.5,3.2,15.9,58.1,1.0,7.3,24.8,0.4,0.259
20,18,2,9.1,27.2,0.3,11.5,33.7,0.6,86.9,161.0,48.5,0.168
2,19,0,39.5,68.7,22.6,4.6,15.3,0.3,0.0,0.0,0.0,0.08
12,7,17,14.9,55.3,0.6,30.2,91.0,6.2,9.5,32.4,0.4,0.153
31,9,16,8.3,37.3,0.3,33.5,103.9,2.2,16.6,55.4,0.5,0.25
2,31,27,120.9,290.8,55.3,9.7,45.4,0.3,8.9,28.4,0.4,0.263
10,20,3,15.3,53.4,1.0,8.3,24.7,0.3,48.3,121.2,8.0,0.134
14,19,5,13.0,42.8,0.3,10.3,36.9,0.5,34.5,61.0,15.2,0.156
15,27,12,17.8,70.7,0.5,9.9,32.8,0.5,20.1,47.8,2.4,0.234
12,15,6,13.2,37.3,0.6,12.0,34.5,0.3,25.2,42.2,4.6,0.142
11,5,33,21.5,101.0,1.4,54.2,127.2,11.8,6.0,31.4,0.4,0.219
14,13,20,16.9,73.3,0.3,19.9,57.0,1.7,10.6,41.2,0.4,0.212
1,24,30,190.4,323.6,247.5,12.0,30.1,0.5,7.4,31.9,0.5,0.238
7,4,29,29.5,86.1,0.6,58.1,152.4,8.8,5.3,26.6,0.4,0.171
25,19,20,12.2,52.4,0.4,18.0,94.8,1.4,15.1,42.5,0.4,0.289
8,26,18,31.1,86.4,1.8,9.9,31.9,0.3,12.3,39.6,0.6,0.228
29,5,18,8.5,35.4,0.3,55.3,134.8,14.8,13.0,43.0,0.5,0.224
39,0,4,4.2,16.9,0.3,0.0,0.0,0.0,46.4,160.4,1.5,0.181
3,10,2,22.9,54.4,3.8,8.2,26.2,0.5,31.3,54.9,17.5,0.112
26,2,14,7.4,27.8,0.3,115.2,175.1,93.9,14.1,44.5,0.9,0.18
10,21,22,25.6,107.0,1.7,12.9,63.2,0.4,10.6,42.1,0.4,0.228
4,30,28,69.8,155.0,12.1,10.4,37.8,0.3,9.2,45.9,0.4,0.272
1,16,31,172.5,287.8,217.4,16.3,54.5,1.3,6.0,29.2,0.4,0.233
3,8,0,17.5,35.4,0.5,8.5,30.6,0.5,0.0,0.0,0.0,0.058
31,14,10,8.1,34.9,0.3,21.2,89.6,2.4,25.0,83.2,2.2,0.24
10,34,16,29.2,73.7,3.8,8.6,35.7,0.2,16.5,53.4,0.4,0.26
10,24,12,22.4,54.6,2.8,9.6,38.5,0.4,17.2,43.4,2.2,0.192
2,6,53,120.9,324.5,41.4,51.8,124.3,9.5,3.9,18.0,0.4,0.282
2,34,23,122.7,234.7,83.2,8.2,34.7,0.2,10.3,27.5,0.5,0.262
14,35,6,18.1,59.3,1.6,7.2,27.2,0.3,38.1,109.1,5.0,0.24
10,1,50,27.5,184.1,1.2,206.3,396.3,320.6,4.4,23.8,0.4,0.268
25,11,7,7.8,30.2,0.3,21.8,99.1,1.2,28.2,77.4,2.1,0.183
4,8,8,25.3,67.0,2.0,15.4,43.2,0.4,10.9,33.6,0.8,0.222
21,15,19,12.9,39.6,0.3,19.6,53.1,1.2,13.3,37.1,0.5,0.238
0,47,15,0.0,0.0,0.0,5.7,25.6,0.2,15.4,43.8,1.0,0.27
1,13,1,59.8,82.9,54.5,5.4,18.5,0.2,53.7,68.5,44.0,0.14
9,10,36,29.7,105.0,1.3,30.4,115.9,2.1,6.1,30.0,0.4,0.236
0,7,34,0.0,0.0,0.0,32.3,85.2,3.2,4.3,17.4,0.4,0.175
